"RowNumber","Institutional code","Name of Organisation","Country","City"
"2156","F  TOULOUS114","INSTITUT TECHNIQUE PROFESSIONNEL BILLIERES (ITP BILLIERES)","FR","TOULOUSE"
"2157","F  TOULOUS116","INSTITUT SAINT-SIMON-ARSEAA","FR","TOULOUSE"
"2158","F  TOULOUS118","LT ISSEC PIGIER (INSTITUT SPÉCIALISÉ DE SECRÉTARIAT ET ETUDES COMPTABLES)","FR","TOULOUSE"
"2159","F  TOULOUS121","ECOLE NATIONALE DE LA MÉTÉOROLOGIE","FR","TOULOUSE CEDEX 1"
"2160","F  TOULOUS122","CENTRE HOSPITALIER UNIVERSITAIRE DE TOULOUSE","FR","TOULOUSE CEDEX 9"
"2161","F  TOULOUS14","INSTITUT NATIONAL DES SCIENCES APPLIQUÉES","FR","TOULOUSE CÉDEX 4"
"2162","F  TOULOUS15","ECOLE D'INGENIEURS DE PURPAN","FR","TOULOUSE CEDEX 3"
"2163","F  TOULOUS16","INSTITUT SUPÉRIEUR DE L'AÉRONAUTIQUE ET DE L'ESPACE","FR","TOULOUSE CEDEX 4"
"2164","F  TOULOUS17","ECOLE NATIONALE SUPERIEURE D'INGENIEURS DE CONSTRUCTIONS AERONAUTIQUES","FR","Toulouse Cedex 05"
"2165","F  TOULOUS18","ECOLE NATIONALE DE L'AVIATION CIVILE","FR","TOULOUSE"
"2166","F  TOULOUS19","INSTITUT UNIVERSITAIRE DE FORMATION DES MAITRES MIDI-PYRENEES","FR","Toulouse cedex 4"
"2167","F  TOULOUS22","ECOLE NATIONALE VETERINAIRE DE TOULOUSE","FR","TOULOUSE CEDEX 3"
"2168","F  TOULOUS23","GROUPE ECOLE SUPERIEURE DE COMMERCE DE TOULOUSE","FR","TOULOUSE"
"2169","F  TOULOUS24","ECOLE NATIONALE SUPERIEURE D'ARCHITECTURE DE TOULOUSE ","FR","Toulouse cedex 1"
"2170","F  TOULOUS28","INSTITUT NATIONAL POLYTECHNIQUE DE TOULOUSE","FR","Toulouse cedex 4"
"2171","F  TOULOUS32","CROIX-ROUGE FRANCAISE - INSTITUT RÉGIONAL DE FORMATION SANITAIRE ET SOCIALE","FR","TOULOUSE"
"2172","F  TOULOUS41","INSTITUT LIMAYRAC","FR","Toulouse cedex 5"
"2173","F  TOULOUS42","ECOLE SUPERIEURE  BILLIERES","FR","TOULOUSE"
"2174","F  TOULOUS48","INSTITUT D'ETUDES POLITIQUES DE TOULOUSE","FR","TOULOUSE Cedex 6"
"2175","F  TOULOUS50","INSTITUT CATHOLIQUE D'ARTS ET METIERS DE TOULOUSE","FR","TOULOUSE"
"2176","F  TOULOUS63","ECOLE INTERNATIONALE DES TRANSPORTS ET DE LA LOGISTIQUE TOULOUSE","FR","TOULOUSE"
"2177","F  TOULOUS64","IFRASS - INSTITUT DE FORMATION, RECHERCHE, ANIMATION, SANITAIRE ET SOCIAL","FR","Toulouse"
"2178","F  TOULOUS65","EPLEFPA DE TOULOUSE AUZEVILLE","FR","FR- FRANCE"
"2179","F  TOURCOI04","LYCEE JEANNE D'ARC","FR","TOURCOING"
"2180","F  TOURCOI11","ECOLE SUPÉRIEURE D'ART DU NORD-PAS DE CALAIS/DUNKERQUE-TOURCOING","FR","TOURCOING"
"2181","F  TOURNON02","LYCÉE GABRIEL FAURE","FR","TOURNON SUR RHONE"
"2182","F  TOURS01","UNIVERSITE FRANÇOIS RABELAIS (TOURS)","FR","TOURS CEDEX 1"
"2183","F  TOURS03","LYCÉE CHOISEUL","FR","TOURS CEDEX 2"
"2184","F  TOURS26","INSTITUTION  NOTRE DAME LA RICHE","FR","TOURS"
"2185","F  TOURS29","LEGTA TOURS-FONDETTES","FR","FONDETTES"
"2186","F  TOURS30","ATEC ITS","FR","Tours cedex 2"
"2187","F  TOURS31","INSTITUT RÉGIONAL DE FORMATION SANITAIRE ET SOCIALE CENTRE","FR","TOURS"
"2188","F  TRINITE03","LYCÉE GÉNÉRAL ET TECHNOLOGIQUE DE TRINITÉ","FR","TRINITÉ  MARTINIQUE"
"2189","F  TROYES07","TROYES AUBE FORMATION","FR","TROYES CEDEX"
"2190","F  TROYES08","UNIVERSITE DE TECHNOLOGIE DE TROYES ","FR","TROYES"
"2191","F  TROYES11","LYCÉE EDOUARD HERRIOT","FR","SAINTE SAVINE CEDEX"
"2192","F  TROYES12","IFSI TROYES","FR","TROYES"
"2193","F  UTUROA01","LYCÉE DES ÎLES SOUS LE VENT","FR","UTUROA"
"2194","F  VALENCE12","LYCÉE TECHNIQUE PRIVÉ MONTPLAISIR","FR","Valence"
"2195","F  VALENCE13","EGC DRÔME-ARDÈCHE","FR","VALENCE CEDEX"
"2196","F  VALENCE14","LYCEE HORTICOLE PUBLIC DE ROMANS","FR","ROMANS SUR ISERE"
"2197","F  VALENCE15","L.G.T. LYCÉE GÉNÉRAL ET TECHNOLOGIQUE BARTHELEMY DE LAFFEMAS","FR","VALENCE CEDEX"
"2198","F  VALENCI01","UNIVERSITE DE VALENCIENNES ET DU HAINAUT-CAMBRESIS","FR","VALENCIENNES CEDEX 9"
"2199","F  VALENCI03","LYCÉE HENRI WALLON","FR","VALENCIENNES CEDEX"
"2200","F  VALENCI14","ISD - INSTITUT SUPERIEUR DE DESIGN","FR","Valenciennes cedex"
"2201","F  VALENCI17","SUPINFOCOM","FR","VALENCIENNES CEDEX"
"2202","F  VALENCI18","SUPINFOGAME","FR","VALENCIENNES CEDEX"
"2203","F  VANNES04","UNIVERSITE DE BRETAGNE-SUD ","FR","LORIENT"
"2204","F  VANNES05","LYCÉE A. R. LESAGE","FR","VANNES"
"2205","F  VANNES06","LYCÉE SAINT-PAUL","FR","VANNES CEDEX"
"2206","F  VAULX-V02","ENTPE - ECOLE NATIONALE DES TRAVAUX PUBLICS DE L'ETAT","FR","GRAND LYON (VAULX EN VELIN) CEDEX"
"2207","F  VAYRES02","MAISON FAMILIALE RURALE D'EDUCATION ET D'ORIENTATION DE VAYRES","FR","VAYRES"
"2208","F  VENDOME01","ETABLISSEMENT PUBLIC LOCAL D'ENSEIGNEMENT ET DE FORMATION PROFESSIONNELLE AGRICOLE DE LOIR-ET-CHER","FR","VENDOME cedex"
"2209","F  VERSAIL03","ECOLE NATIONALE SUPERIEURE DE PAYSAGE DE VERSAILLES/MARSEILLE","FR","Versailles"
"2210","F  VERSAIL05","ECOLE NATIONALE SUPÉRIEURE D'ARCHITECTURE DE VERSAILLES","FR","VERSAILLES"
"2211","F  VERSAIL09","ND GRANDCHAMP","FR","Versailles"
"2212","F  VERSAIL11","UNIVERSITE DE VERSAILLES SAINT-QUENTIN-EN-YVELINES","FR","Versailles Cedex"
"2213","F  VERSAIL16","LYCÉE PARC DE VILGÉNIS","FR","MASSY"
"2214","F  VERSAIL17","LYCEE MARIE CURIE","FR","VERSAILLES"
"2215","F  VILLEFR03","EPLEA BEL AIR","FR","ST JEAN D'ARDIÈRES"
"2216","F  VILLERS02","LYCEE POLYVALENT REGIONAL STANISLAS","FR","VILLERS-LES-NANCY"
"2217","G  ARTA01","TECHNOLOGIKO EKPEDEFTIKO IDRIMA (TEI) EPIROU","GR","ARTA"
"2218","G  ATHINE01","ETHNIKO KAI KAPODISTRIAKO PANEPISTIMIO ATHINON","GR","ATHENS"
"2219","G  ATHINE02","ETHNIKO METSOVIO POLYTECHNIO (E.M.P)","GR","ATHENS"
"2220","G  ATHINE03","GEOPONIKO PANEPISTIMIO ATHINON","GR","ATHENS"
"2221","G  ATHINE04     ","IKONOMIKO PANEPISTIMIO ATHINON","GR","Athens"
"2222","G  ATHINE06","ANOTATI SCHOLI KALON TEHNON ","GR","Athens"
"2223","G  ATHINE34","TECHNOLOGIKO EKPEDEFTIKO IDRIMA (T.E.I.) OF ATHENS","GR","Aegaleo Athens"
"2224","G  ATHINE41","PANEPISTIMIO EGEOU","GR","MYTILINI"
"2225","G  ATHINE42","IONIO PANEPISTIMIO","GR","CORFU"
"2226","G  ATHINE53","ANOTATI SCHOLI PEDAGOGIKIS & TECHNOLOGIKIS EKPEDEFSIS (ASPETE)","GR","ATHENS"
"2227","G  CHANIA01","MESOGIAKO AGRONOMIKO INSTITUTO CHANION","GR","CHANIA"
"2228","G  EGALEO01","TECHNOLOGIKO EKPAIDEFTIKO IDRYMA - PIREA","GR","EGALEO"
"2229","G  IOANNIN01","PANEPISTIMIO IOANNINON","GR","Ioannina"
"2230","G  KALAMAT01","TECHNOLOGIKO EKPEDEFTIKO IDRIMA - KALAMATAS","GR","KALAMATA MESSINIA"
"2231","G  KALLITH01","CHAROKOPEIO PANEPISTIMIO","GR","KALLITHEA ATTIKIS"
"2232","G  KALLITH02","PANTEION PANEPISTIMIO KOINONIKON KAI POLITIKON EPISTIMON","GR","KALLITHEA"
"2233","G  KAVALA01","TECHNOLOGIKO EKPAIDEYTIKO IDRYMA TEI KAVALAS","GR","KAVALA"
"2234","G  KOMOTIN01","DIMOKRITIO PANEPISTIMIO THRAKIS","GR","Komotini"
"2235","G  KOZANI01","TECHNOLOGIKO EKPEDEFTIKO IDRIMA - DITIKIS MAKEDONIAS","GR","KOZANI"
"2236","G  KOZANI02","PANEPISTIMIO DYTIKIS MAKEDONIAS","GR","Kozani"
"2237","G  KRITIS01","PANEPISTIMIO KRITIS","GR","RETHYMNO,CRETE"
"2238","G  KRITIS04","TECHNOLOGIKO EKPAIDEUTIKO IDRIMA  KRITIS","GR","HERAKLION, CRETE"
"2239","G  KRITSI09","POLYTECHNIO KRITIS","GR","CHANIA"
"2240","G  LAMIA02","TECHNOLOGIKO EKPEDEFTIKO IDRIMA  LAMIAS","GR","LAMIA"
"2241","G  LARISSA02","TECHNOLOGIKO EKPEDEFTIKO IDRIMA (TEI) OF LARISSA","GR","LARISSA"
"2242","G  PATRA01","PANEPISTIMIO PATRON","GR","PATRAS"
"2243","G  PATRA04","ANOTATO TEHNOLOGIKO EKPEDEFTIKO IDRIMA PATRAS","GR","Patras"
"2244","G  PATRA05","ELLINIKO ANIKTO PANEPISTIMIO","GR","PATRA"
"2245","G  PIREAS01","PANEPISTIMIO PIREOS ","GR","PIRAEUS"
"2246","G  SERRES01","TECHNOLOGIKO EKPEDEFTIKO IDRIMA  SERRON","GR","SERRES"
"2247","G  THESSAL01","ARISTOTELEIO PANEPISTIMIO THESSALONIKIS","GR","THESSALONIKI"
"2248","G  THESSAL02","ΠΑΝΕΠΙΣΤΗΜΙΟ ΜΑΚΕΔΟΝΙΑΣ (ΟΙΚΟΝΟΜΙΚΩΝ ΚΑΙ ΚΟΙΝΩΝΙΚΩΝ ΕΠΙΣΤΗΜΩΝ)","GR","THESSALONIKI"
"2249","G  THESSAL12","ALEXANDRIO TECHNOLOGIKO EKPEDEFTIKO IDRIMA - THESSALONIKIS","GR","THESSALONIKI"
"2250","G  THESSAL14","ΔΙΕΘΝΕΣ ΠΑΝΕΠΙΣΤΗΜΙΟ ΕΛΛΑΔΟΣ","GR","THESSALONIKI"
"2251","G  THESSAL15","UNIVERSITY ECCLESIASTICAL ACADEMY OF THESSALONIKI","GR","THESSALONIKI"
"2252","G  TRIPOLI03","PANEPISTIMIO PELOPONNISOY  ","GR","Tripolis"
"2253","G  VOLOS01","PANEPISTIMIO THESSALIAS","GR","Volos"
"2254","G  ZAKYNTH01","ANOTATO TECHNOLOGIKO EKPEDEYTIKO IDRYMA IONION NISSON","GR","ATHENS"
"2255","HR CAKOVEC01","MEĐIMURSKO VELEUČILIŠTE U ČAKOVCU","HR","ČAKOVEC"
"2256","HR DUBROVN01","SVEUČILIŠTE U DUBROVNIKU","HR","DUBROVNIK"
"2257","HR KARLOVA01","VELEUČILIŠTE U KARLOVCU","HR","KARLOVAC"
"2258","HR KNIN01","VELEUČILIŠTE "MARKO MARULIĆ" IZ KNINA","HR","KNIN"
"2259","HR KRIZEVC01","VISOKO GOSPODARSKO UČILIŠTE KRIŽEVCI","HR","KRIŽEVCI"
"2260","HR OSIJEK01","SVEUCILISTE JOSIPA JURJA STROSSMAYERA U OSIJEKU","HR","OSIJEK"
"2261","HR OSIJEK02","VELEUČILIŠTE U SLAVONSKOM BRODU","HR","SLAVONSKI BROD"
"2262","HR POZEGA01","VELEUČILIŠTE U POŽEGI","HR","POŽEGA"
"2263","HR PULA01","SVEUČILIŠTE JURJA DOBRILE U PULI","HR","PULA"
"2264","HR RIJEKA01","SVEUČILIŠTE U RIJECI","HR","RIJEKA"
"2265","HR RIJEKA02","VELEUČILIŠTE U RIJECI","HR","RIJEKA"
"2266","HR SPLIT01","SVEUČILIŠTE U SPLITU","HR","SPLIT"
"2267","HR SPLIT02","VISOKA ŠKOLA ZA MENADŽMENT I DIZAJN ASPIRA","HR","SPLIT"
"2268","HR VARAZDI01","VELEUČILIŠTE U VARAŽDINU","HR","VARAŽDIN"
"2269","HR ZADAR01","SVEUČILIŠTE U ZADRU","HR","ZADAR"
"2270","HR ZAGREB01","SVEUČILIŠTE U ZAGREBU","HR","ZAGREB"
"2271","HR ZAGREB04","ZDRAVSTVENO VELEUČILIŠTE","HR","ZAGREB"
"2272","HR ZAGREB05","TEHNIČKO VELEUČILIŠTE U ZAGREBU","HR","ZAGREB"
"2273","HR ZAGREB06","ZAGREBAČKA ŠKOLA EKONOMIJE I MANAGEMENTA","HR","ZAGREB"
"2274","HR ZAGREB07","VISOKA SKOLA ZA EKONOMIJU, PODUZETNISTVO I UPRAVLJANJE 'NIKOLA SUBIC ZRINSKI'","HR","ZAGREB"
"2275","HR ZAGREB08","VELEUČILIŠTE VELIKA GORICA","HR","VELIKA GORICA"
"2276","HR ZAGREB10","VELEUČILIŠTE VERN","HR","ZAGREB"
"2277","HR ZAGREB11","VISOKO UČILIŠTE ALGEBRA -  VISOKA ŠKOLA ZA PRIMIJENJENO RAČUNARSTVO","HR","ZAGREB"
"2278","HR ZAGREB12","VISOKO UČILIŠTE EFFECTUS-VISOKA ŠKOLA ZA FINANCIJE I PRAVO","HR","ZAGREB"
"2279","HR ZAPRESI01","VISOKA ŠKOLA ZA POSLOVANJE I UPRAVLJANJE S PRAVOM JAVNOSTI "BALTAZAR ADAM KRČELIĆ"","HR","ZAPREŠIĆ"
"2280","HU BAJA01","EOTVOS JOZSEF FOISKOLA","HU","Baja"
"2281","HU BUDAPE54","NEMZETI KÖZSZOLGÁLATI EGYETEM","HU","BUDAPEST"
"2282","HU BUDAPES01","EOTVOS LORAND TUDOMANYEGYETEM","HU","Budapest"
"2283","HU BUDAPES02","BUDAPESTI MUSZAKI ES GAZDASAGTUDOMANYI EGYETEM","HU","Budapest"
"2284","HU BUDAPES03","BUDAPESTI CORVINUS EGYETEM","HU","BUDAPEST"
"2285","HU BUDAPES08","SEMMELWEIS  EGYETEM ","HU","BUDAPEST"
"2286","HU BUDAPES09","EVANGELIKUS HITTUDOMANYI EGYETEM","HU","Budapest"
"2287","HU BUDAPES10","KÁROLI GÁSPÁR REFORMÁTUS EGYETEM","HU","BUDAPEST"
"2288","HU BUDAPES12","PÁZMÁNY PÉTER KATOLIKUS EGYETEM","HU","BUDAPEST"
"2289","HU BUDAPES15","GÁBOR DÉNES FOISKOLA","HU","Budapest"
"2290","HU BUDAPES16","ÓBUDAI EGYETEM","HU","Budapest"
"2291","HU BUDAPES20","BUDAPESTI GAZDASAGI FOÏSKOLA","HU","Budapest"
"2292","HU BUDAPES25","LISZT FERENC ZENEMUVESZETI EGYETEM ZENEAKADEMIA BUDAPEST","HU","Budapest"
"2293","HU BUDAPES26","MAGYAR KÉPZÖMÜVÉSZETI EGYETEM","HU","Budapest"
"2294","HU BUDAPES27","MOHOLY-NAGY MUVESZETI EGYETEM","HU","Budapest"
"2295","HU BUDAPES28","ÁLTALÁNOS VÁLLALKOZÁSI FÖISKOLA","HU","Budapest"
"2296","HU BUDAPES29","MAGYAR TÁNCMUVÉSZETI FOISKOLA","HU","Budapest"
"2297","HU BUDAPES36","WESLEY JÁNOS LELKÉSZKÉPZÕ FÔISKOLA","HU","Budapest"
"2298","HU BUDAPES37","Szinhaz- es Filmmuveszeti Egyetem","HU","Budapest"
"2299","HU BUDAPES41","IBS NEMZETKÖZI ÜZLETI FŐISKOLA","HU","Budapest"
"2300","HU BUDAPES44","ZSIGMOND KIRÁLY FÕISKOLA","HU","BUDAPEST"
"2301","HU BUDAPES45","BUDAPESTI KOMMUNIKÁCIÓS ÉS ÜZLETI FOISKOLA","HU","Budapest"
"2302","HU BUDAPES46","ANDRÁSSY GYULA BUDAPESTI NÉMET NYELVU EGYETEM","HU","Budapest"
"2303","HU BUDAPES47","KOZEP-EUROPAI EGYETEM","HU","Budapest"
"2304","HU BUDAPES49","SAPIENTIA SZERZETESI HITTUDOMANYI FOISKOLA","HU","Budapest "
"2305","HU BUDAPES50","WEKERLE SÁNDOR ÜZLETI FOISKOLA","HU","BUDAPEST"
"2306","HU BUDAPES51","BUDAPEST KORTÁRSTÁNC FŐISKOLA","HU","BUDAPEST"
"2307","HU DEBRECE01","DEBRECENI EGYETEM","HU","Debrecen"
"2308","HU DEBRECE04","DEBRECENI REFORMATUS HITTUDOMANYI EGYETEM","HU","Debrecen"
"2309","HU DUNAUJ01","DUNAUJVAROSI FOISKOLA","HU","Dunaujvaros"
"2310","HU EGER01","ESZTERHAZY  KAROLY  FOISKOLA","HU","Eger"
"2311","HU GODOLLO01","SZENT ISTVAN EGYETEM","HU","Godollo"
"2312","HU GYONGY01","KÁROLY RÓBERT FOISKOLA","HU","GYÖNGYÖS"
"2313","HU GYOR01","SZECHENYI ISTVAN EGYETEM","HU","GYOR"
"2314","HU KAPOSVA01","KAPOSVÁRI EGYETEM ","HU","KAPOSVAR"
"2315","HU KECSKEM02","KECSKEMÉTI FŐISKOLA","HU","KECSKEMÉT"
"2316","HU KECSKEM03","TOMORI PÁL FOISKOLA","HU","KALOCSA"
"2317","HU MISKOLC01","MISKOLCI EGYETEM","HU","MISKOLC"
"2318","HU NYIREGY04","NYIREGYHAZI FOISKOLA","HU","Nyiregyhaza"
"2319","HU PECS01","PÉCSI TUDOMÁNYEGYETEM","HU","PÉCS"
"2320","HU SAROSPA02","SÁROSPATAKI REFORMÁTUS TEOLÓGIAI AKADÉMIA","HU","SÁROSPATAK"
"2321","HU SOPRON01","NYUGAT-MAGYARORSZÁGI EGYETEM","HU","SOPRON"
"2322","HU SZEGED01","SZEGEDI TUDOMÁNYEGYETEM","HU","Szeged"
"2323","HU SZEGED04","GÁL FERENC FŐISKOLA","HU","SZEGED"
"2324","HU SZFVAR01","KODOLANYI JANOS FOISKOLA (KJF)","HU","SZÉKESFEHÉRVAR"
"2325","HU SZOLNOK01","SZOLNOKI FŐISKOLA","HU","SZOLNOK"
"2326","HU TATABAN01","EDUTUS FŐISKOLA","HU","Tatabanya"
"2327","HU VESZPRE01","PANNON EGYETEM","HU","VESZPRÉM"
"2328","HU VESZPRE02","VESZPREMI ERSEKI HITTUDOMANYI FOISKOLA","HU","VESZPRÉM"
"2329","HU ZSAMBEK01","APOR VILMOS KATOLIKUS FOISKOLA","HU","Vac"
"2330","I  ADRIA01","CONSERVATORIO DI MUSICA DI ADRIA (RO)","IT","Adria"
"2331","I  ALESSAN01","CONSERVATORIO DI MUSICA "A. VIVALDI"","IT","ALESSANDRIA"
"2332","I  ANCONA01","UNIVERSITA' POLITECNICA DELLE MARCHE","IT","Ancona"
"2333","I  AOSTA02","UNIVERSITA' DELLA VALLE D'AOSTA - UNIVERSITE DE LA VALLEE D'AOSTE","IT","AOSTA"
"2334","I  AVELLIN01","CONSERVATORIO STATALE DI MUSICA DOMENICO CIMAROSA - AVELLINO","IT","Avellino"
"2335","I  BARI01","UNIVERSITA' DEGLI STUDI DI BARI ","IT","Bari"
"2336","I  BARI02","Accademia di belle Arti di Bari","IT","Bari"
"2337","I  BARI03","CONSERVATORIO DI MUSICA "NICCOLÒ PICCINNI" - BARI ","IT","BARI"
"2338","I  BARI05","POLITECNICO DI BARI ","IT","BARI"
"2339","I  BENEVEN02","UNIVERSITÀ DEL SANNIO - BENEVENTO","IT","Benevento"
"2340","I  BERGAMO01","UNIVERSITÀ DEGLI STUDI DI BERGAMO","IT","BERGAMO"
"2341","I  BOLOGNA01","UNIVERSITÀ DI BOLOGNA - ALMA MATER STUDIORUM","IT","BOLOGNA"
"2342","I  BOLOGNA03","ACCADEMIA DI BELLE ARTI ","IT","Bologna"
"2343","I  BOLOGNA04","CONSERVATORIO DI MUSICA "G.B.MARTINI"","IT","BOLOGNA"
"2344","I  BOLZANO01","LIBERA UNIVERSITÀ DI  BOLZANO - FREIE UNIVERSITÄT BOZEN","IT","Bolzano"
"2345","I  BOLZANO02","CONSERVATORIO DI MUSICA "C.MONTEVERDI" DI BOLZANO","IT","Bolzano"
"2346","I  BRA01","UNIVERSITA' DEGLI STUDI DI SCIENZE GASTRONOMICHE","IT","Bra"
"2347","I  BRESCIA01","UNIVERSITÀ DEGLI STUDI DI BRESCIA","IT","BRESCIA"
"2348","I  BRESCIA04","ACCADEMIA DI BELLE ARTI DI BRESCIA SANTAGIULIA","IT","Brescia"
"2349","I  BRESCIA05","LABA - LIBERA ACCADEMIA DI BELLE ARTI","IT","BRESCIA"
"2350","I  BRESCIA06","CONSERVATORIO STATALE DI MUSICA "LUCA MARENZIO" BRESCIA","IT","BRESCIA"
"2351","I  CAGLIAR01","UNIVERSITÀ DEGLI STUDI DI CAGLIARI ","IT","Cagliari "
"2352","I  CAGLIAR02","CONSERVATORIO STATALE DI MUSICA "G. PIERLUIGI DA PALESTRINA" - CAGLIARI","IT","CAGLIARI"
"2353","I  CAMERIN01","UNIVERSITÀ DEGLI STUDI DI CAMERINO ","IT","Camerino (Macerata)"
"2354","I  CAMPOBA01","UNIVERSITA' DEGLI STUDI DEL MOLISE","IT","CAMPOBASSO"
"2355","I  CAMPOBA03","CONSERVATORIO DI MUSICA 'L.PEROSI'","IT","Campobasso"
"2356","I  CARRARA01","ACCADEMIA DI BELLE ARTI DI CARRARA","IT","CARRARA"
"2357","I  CASAMAS01","UNIVERSITÀ LUM JEAN MONNET","IT","CASAMASSIMA"
"2358","I  CASSINO01","UNIVERSITA' DEGLI STUDI DI CASSINO ","IT","Cassino"
"2359","I  CASTELF01","CONSERVATORIO STATALE DI MUSICA "AGOSTINO STEFFANI" - CASTELFRANCO VENETO (TV)","IT","CASTELFRANCO VENETO"
"2360","I  CASTELL01","UNIVERSITÁ CARLO CATTANEO - LIUC","IT","CASTELLANZA (VA)"
"2361","I  CATANIA01","UNIVERSITA' DEGLI STUDI DI CATANIA ","IT","Catania"
"2362","I  CATANIA03","ACCADEMIA DI BELLE ARTI DI CATANIA","IT","CATANIA"
"2363","I  CATANIA06","ISTITUTO SUPERIORE DI STUDI MUSICALI "VINCENZO BELLINI" CATANIA","IT","CATANIA"
"2364","I  CATANZA02","UNIVERSITA' DEGLI STUDI MAGNA GRÆCIA DI CATANZARO","IT","CATANZARO"
"2365","I  CESENA01","CONSERVATORIO DI MUSICA BRUNO MADERNA CESENA","IT","CESENA"
"2366","I  CHIETI01","UNIVERSITA' DEGLI STUDI 'G. D'ANNUNZIO' - CHIETI","IT","Chieti Scalo"
"2367","I  COMO04","CONSERVATORIO DI MUSICA "G. VERDI" DI COMO","IT","COMO"
"2368","I  COSENZA01","UNIVERSITÀ DELLA CALABRIA","IT","ARCAVACATA DI RENDE (CS)"
"2369","I  COSENZA03","CONSERVATORIO DI MUSICA  "S. GIACOMANTONIO" - COSENZA","IT","COSENZA"
"2370","I  CUNEO01","ISTITUTO SUPERIORE DI STUDI MUSICALI - CONSERVATORIO "G.F.GHEDINI" DI CUNEO","IT","CUNEO"
"2371","I  CUNEO03","SCUOLA SUPERIORE PER MEDIATORI LINGUISTICI "ADRIANO MACAGNO" DI CUNEO E PINEROLO SRL","IT","CUNEO"
"2372","I  ENNA01","UNIVERSITÀ KORE ENNA","IT","ENNA"
"2373","I  FAENZA01","ISTITUTO SUPERIORE PER LE INDUSTRIE ARTISTICHE","IT","Faenza"
"2374","I  FERMO01","CONSERVATORIO STATALE DI MUSICA "G.B. PERGOLESI" - FERMO","IT","FERMO"
"2375","I  FERRARA01","UNIVERSITA' DEGLI STUDI DI FERRARA ","IT","FERRARA"
"2376","I  FERRARA02","CONSERVATORIO DI MUSICA "G. FRESCOBALDI"","IT","FERRARA"
"2377","I  FIESOLE01","ISTITUTO UNIVERSITARIO EUROPEO ","IT","SAN DOMENICO DI FIESOLE"
"2378","I  FIRENZE01","UNIVERSITA' DEGLI STUDI DI FIRENZE","IT","Firenze"
"2379","I  FIRENZE03","ACCADEMIA DI BELLE ARTI DI FIRENZE","IT","Firenze"
"2380","I  FIRENZE04","CONSERVATORIO STATALE DI MUSICA LUIGI CHERUBINI, FIRENZE","IT","Firenze"
"2381","I  FIRENZE05","ISTITUTO SUPERIORE PER LE INDUSTRIE ARTISTICHE - ISIA - FIRENZE","IT","FIRENZE"
"2382","I  FOGGIA01","ACCADEMIA DI BELLE ARTI DI FOGGIA","IT","FOGGIA"
"2383","I  FOGGIA02","CONSERVATORIO DI MUSICA "U. GIORDANO" - FOGGIA","IT","Foggia"
"2384","I  FOGGIA03","UNIVERSITA' DEGLI STUDI DI FOGGIA","IT","FOGGIA"
"2385","I  FORLI01","SCUOLA SUPERIORE PER MEDIATORI LINGUISTICI SAN PELLEGRINO","IT","MISANO ADRIATICO"
"2386","I  FROSINO01","ACCADEMIA DI BELLE ARTI DI FROSINONE","IT","Frosinone"
"2387","I  FROSINO02","CONSERVATORIO DI MUSICA "L. REFICE"","IT","Frosinone"
"2388","I  GENOVA01","UNIVERSITÀ DEGLI STUDI DI GENOVA ","IT","GENOVA"
"2389","I  GENOVA02","CONSERVATORIO STATALE DI MUSICA "N. PAGANINI" ","IT","GENOVA"
"2390","I  GENOVA03","ACCADEMIA LIGUSTICA DI BELLE ARTI ","IT","Genova"
"2391","I  L-AQUIL01","UNIVERSITA' DEGLI STUDI DELL'AQUILA ","IT","L'Aquila"
"2392","I  L-AQUIL03","ACCADEMIA DI BELLE ARTI DI L'AQUILA -ITALY","IT","L'AQUILA"
"2393","I  L-AQUIL04","CONSERVATORIO DI MUSICA ALFREDO CASELLA ","IT","L'AQUILA"
"2394","I  LA-SPEZ01","CONSERVATORIO DI MUSICA "G.PUCCINI" LA SPEZIA","IT","LA SPEZIA"
"2395","I  LATINA02","CONSERVATORIO DI MUSICA OTTORINO RESPIGHI DI LATINA","IT","LATINA"
"2396","I  LECCE01","UNIVERSITA'  DEL SALENTO","IT","Lecce"
"2397","I  LECCE02","ACCADEMIA DI BELLE ARTI DI LECCE","IT","Lecce"
"2398","I  LECCE03","CONSERVATORIO DI MUSICA TITO SCHIPA DI LECCE","IT","LECCE"
"2399","I  LIVORNO01","ISTITUTO SUPERIORE DI STUDI MUSICALI P. MASCAGNI","IT","LIVORNO"
"2400","I  LUCCA02","SCUOLA SUPERIORE PER MEDIATORI LINGUISTICI","IT","Lucca "
"2401","I  LUCCA03","ISTITUZIONE DI ALTA CULTURA ISTITUTO MUSICALE "LUIGI BOCCHERINI" LUCCA","IT","LUCCA"
"2402","I  LUCCA04","IMT ALTI STUDI, LUCCA","IT","LUCCA"
"2403","I  MACERAT01","UNIVERSITA' DEGLI STUDI DI MACERATA","IT","MACERATA"
"2404","I  MACERAT02","ACCADEMIA DI BELLE ARTI ","IT","MACERATA"
"2405","I  MATERA01","Conservatorio Statale di Musica "E.R. Duni" di Matera","IT","Matera"
"2406","I  MESSINA01","UNIVERSITA' DEGLI STUDI DI MESSINA ","IT","Messina"
"2407","I  MESSINA04","CONSERVATORIO STATALE DI MUSICA ARCANGELO CORELLI MESSINA","IT","MESSINA"
"2408","I  MILANO01","UNIVERSITÀ DEGLI STUDI DI MILANO ","IT","MILANO"
